Ticker,Name,Sector,Industry,Price,P_Target,Prob_Up %,Analyst_recomm,Buy_percent,Sell_percent,Analysts_number
KAMUX.HE,Kamux Corporation,Consumer Cyclical,Auto & Truck Dealerships,5.29,6.1,15.31,hold,100.0,0.0,2
REPL,"Replimune Group, Inc.",Healthcare,Biotechnology,23.83,52.11,118.67,buy,100.0,0.0,3
FHB,"First Hawaiian, Inc.",Financial Services,Banks—Regional,17.66,22.0,24.58,hold,33.33,0.0,9
IPW,iPower Inc.,Consumer Cyclical,Internet Retail,1.31,1.5,14.5,buy,100.0,0.0,1
SNOW,Snowflake Inc.,Technology,Software—Application,178.25,183.4,2.89,buy,0.0,100.0,1
MITRA.BR,MITHRA,Healthcare,Drug Manufacturers—Specialty & Generic,2.25,8.0,255.56,buy,66.67,0.0,3
PRCH,"Porch Group, Inc.",Technology,Software—Application,1.22,4.91,302.46,buy,80.0,0.0,10
FCF,First,Financial Services,Banks—Regional,12.69,15.17,19.54,buy,20.0,0.0,5
HA,"Hawaiian Holdings, Inc.",Industrials,Airlines,9.71,9.4,-3.19,hold,41.67,16.67,12
VCT.NZ,Vector Limited (NS) Ordinary Sh,Utilities,Utilities—Diversified,3.99,4.09,2.51,hold,0.0,0.0,5
CAR,"Avis Budget Group, Inc.",Industrials,Rental & Leasing Services,223.81,253.75,13.38,buy,63.64,9.09,11
OPAL,OPAL Fuels Inc.,Utilities,Utilities—Regulated Gas,7.46,12.14,62.73,buy,100.0,0.0,6
CSTL,"Castle Biosciences, Inc.",Healthcare,Diagnostics & Research,12.72,33.63,164.39,strong_buy,100.0,0.0,8
CERS,Cerus Corporation,Healthcare,Medical Devices,2.4,7.63,217.92,buy,100.0,0.0,3
IMGN,"ImmunoGen, Inc.",Healthcare,Biotechnology,20.05,18.56,-7.43,buy,55.56,11.11,9
HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,60.0,73.5,22.5,buy,50.0,0.0,14
FTI,TechnipFMC plc,Energy,Oil & Gas Equipment & Services,14.77,18.53,25.46,buy,58.82,11.76,34
INTT,inTest Corporation,Technology,Semiconductor Equipment & Materials,24.5,26.0,6.12,buy,100.0,0.0,1
MBIN,Merchants Bancorp,Financial Services,Banks—Regional,25.35,34.5,36.09,strong_buy,100.0,0.0,4
ARGX,argenx SE,Healthcare,Biotechnology,396.39,474.0,19.58,buy,100.0,0.0,5
SUP,Superior Industries Internation,Consumer Cyclical,Auto Parts,3.62,10.0,176.24,buy,50.0,0.0,4
8715.T,ANICOM HOLDINGS INC,Financial Services,Insurance—Property & Casualty,634.0,720.0,13.56,buy,75.0,12.5,8
PIPR,Piper Sandler Companies,Financial Services,Capital Markets,130.07,151.5,16.48,buy,75.0,0.0,4
NDRA,ENDRA Life Sciences Inc.,Healthcare,Diagnostics & Research,1.52,20.0,1215.79,buy,100.0,0.0,2
BRLT,"Brilliant Earth Group, Inc.",Consumer Cyclical,Luxury Goods,4.04,7.5,85.64,buy,62.5,0.0,8
NECB,"NorthEast Community Bancorp, In",Financial Services,Banks—Regional,14.23,15.0,5.41,hold,0.0,0.0,1
ERII,"Energy Recovery, Inc.",Industrials,Pollution & Treatment Controls,26.79,27.75,3.58,buy,100.0,0.0,6
NG.TO,NOVAGOLD RES INC.,Basic Materials,Gold,6.08,8.86,45.72,buy,50.0,0.0,2
NRXP,"NRX Pharmaceuticals, Inc.",Healthcare,Biotechnology,0.5,4.67,834.0,buy,100.0,0.0,3
IX,Orix Corp,Financial Services,Credit Services,89.07,106.1,19.12,none,100.0,0.0,1
CHDN,"Churchill Downs, Incorporated",Consumer Cyclical,Gambling,130.63,161.57,23.69,buy,33.33,0.0,3
BGNE,"BeiGene, Ltd.",Healthcare,Biotechnology,179.28,316.74,76.67,buy,85.71,0.0,7
GOSS,"Gossamer Bio, Inc.",Healthcare,Biotechnology,1.35,6.45,377.78,buy,69.23,7.69,13
5943.T,NORITZ CORP,Industrials,Building Products & Equipment,1803.0,1600.0,-11.26,buy,33.33,33.33,3
TGAN,"Transphorm, Inc.",Technology,Semiconductor Equipment & Materials,3.44,6.88,100.0,buy,75.0,0.0,4
8022.T,MIZUNO CORP,Consumer Cyclical,Specialty Retail,3795.0,3100.0,-18.31,none,0.0,100.0,1
PLRX,"Pliant Therapeutics, Inc.",Healthcare,Biotechnology,20.84,46.85,124.81,strong_buy,100.0,0.0,14
EGBN,"Eagle Bancorp, Inc.",Financial Services,Banks—Regional,21.13,29.0,37.25,hold,50.0,0.0,6
AMG,"Affiliated Managers Group, Inc.",Financial Services,Asset Management,142.93,182.0,27.34,buy,77.78,0.0,9
9749.T,FUJI SOFT INCORPORATED,Technology,Information Technology Services,9180.0,9050.0,-1.42,buy,0.0,0.0,4
TA,TravelCenters of America Inc.,Consumer Cyclical,Specialty Retail,86.0,86.0,0.0,buy,33.33,33.33,3
TMCI,"Treace Medical Concepts, Inc.",Healthcare,Medical Devices,25.55,30.4,18.98,buy,83.33,0.0,6
WPP,WPP plc,Communication Services,Advertising Agencies,53.52,55.0,2.77,underperform,66.67,0.0,3
2220.T,KAMEDA SEIKA CO,Consumer Defensive,Packaged Foods,4260.0,4470.0,4.93,hold,80.0,0.0,5
INUV,"Inuvo, Inc.",Communication Services,Advertising Agencies,0.24,0.75,212.5,buy,100.0,0.0,3
ARLP,"Alliance Resource Partners, L.P",Energy,Thermal Coal,17.93,29.33,63.58,buy,60.0,0.0,5
BOOZT.ST,Boozt AB,Consumer Cyclical,Apparel Retail,114.8,129.0,12.37,hold,33.33,0.0,3
STGW,Stagwell Inc.,Communication Services,Advertising Agencies,7.21,11.0,52.57,buy,100.0,0.0,6
7864.T,FUJI SEAL INTERNATIONAL INC,Consumer Cyclical,Packaging & Containers,1533.0,1670.0,8.94,hold,83.33,0.0,6
HTZ,"Hertz Global Holdings, Inc",Industrials,Rental & Leasing Services,17.45,25.0,43.27,buy,18.18,36.36,11
GBF.DE,BILFINGER SE O.N.,Industrials,Engineering & Construction,30.86,40.6,31.56,buy,27.27,36.36,11
CYXT,"Cyxtera Technologies, Inc.",Technology,Information Technology Services,0.07,1.0,1328.57,underperform,40.0,20.0,5
4521.T,KAKEN PHARMACEUTICAL,Healthcare,Drug Manufacturers—Specialty & Generic,3653.0,3500.0,-4.19,hold,0.0,50.0,2
BRX,Brixmor Property Group Inc.,Real Estate,REIT—Retail,20.77,24.56,18.25,buy,56.25,0.0,16
FEMY,Femasys Inc.,Healthcare,Medical Instruments & Supplies,0.61,7.75,1170.49,buy,100.0,0.0,4
PHIO,Phio Pharmaceuticals Corp.,Healthcare,Biotechnology,2.95,72.0,2340.68,none,100.0,0.0,1
ACE.MI,ACEA,Utilities,Utilities—Diversified,12.45,18.3,46.99,buy,16.67,0.0,6
AF.PA,AIR FRANCE -KLM,Industrials,Airlines,1.68,2.0,19.05,buy,36.36,22.73,22
IPSC,"Century Therapeutics, Inc.",Healthcare,Biotechnology,3.4,18.3,438.24,buy,90.91,0.0,11
BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,127.52,124.0,-2.76,buy,80.0,0.0,10
CPG.TO,CRESCENT POINT ENERGY CORP.,Energy,Oil & Gas E&P,8.36,13.77,64.71,buy,70.59,0.0,17
FXLV,F45 Training Holdings Inc.,Consumer Cyclical,Leisure,0.62,3.5,464.52,buy,16.67,0.0,6
3861.T,OJI HOLDINGS CORP,Basic Materials,Paper & Paper Products,554.9,732.5,32.01,buy,14.29,0.0,7
6967.T,SHINKO ELECTRIC INDUSTRIES CO,Technology,Semiconductor Equipment & Materials,5343.0,5639.2,5.54,buy,9.09,18.18,11
GXO,"GXO Logistics, Inc.",Industrials,Integrated Freight & Logistics,60.4,64.63,7.0,buy,82.35,5.88,17
AGPPF,ANGLO AMERICAN PLATINUM LTD,Basic Materials,Other Precious Metals & Mining,47.1,78.49,66.65,underperform,25.0,25.0,4
1926.T,RAITO KOGYO CO LTD,Industrials,Engineering & Construction,1939.0,2262.5,16.68,buy,100.0,0.0,4
1911.T,SUMITOMO FORESTRY CO,Consumer Cyclical,Residential Construction,3468.0,3200.0,-7.73,buy,60.0,0.0,5
CVT,Cvent Holding Corp.,Technology,Software—Application,8.52,8.5,-0.23,hold,0.0,0.0,5
ALK,"Alaska Air Group, Inc.",Industrials,Airlines,49.25,63.54,29.02,buy,78.57,0.0,14
RVMD,"Revolution Medicines, Inc.",Healthcare,Biotechnology,25.52,31.0,21.47,buy,80.0,0.0,10
DEI,"Douglas Emmett, Inc.",Real Estate,REIT—Office,11.38,13.4,17.75,hold,23.53,11.76,17
SHW,Sherwin-Williams Company (The),Basic Materials,Specialty Chemicals,247.04,256.89,3.99,buy,69.57,0.0,23
HSN.AX,HANSEN TEC FPO,Technology,Software—Application,5.06,5.85,15.61,buy,40.0,20.0,5
WMS,"Advanced Drainage Systems, Inc.",Industrials,Building Products & Equipment,111.34,117.0,5.08,buy,25.0,0.0,4
LEXX,Lexaria Bioscience Corp.,Healthcare,Biotechnology,0.79,14.0,1672.15,buy,100.0,0.0,1
AVG.AX,AUST VINT FPO,Consumer Defensive,Beverages—Wineries & Distilleries,0.41,0.61,48.78,buy,100.0,0.0,1
GHI,Greystone Housing Impact Invest,Financial Services,Mortgage Finance,16.24,20.0,23.15,buy,100.0,0.0,3
PAR,PAR Technology Corporation,Technology,Software—Application,33.69,40.2,19.32,buy,66.67,0.0,6
EQOSQ,EQONEX LIMITED,Financial Services,Capital Markets,0.01,12.0,119900.0,hold,0.0,0.0,1
SLGC,"SomaLogic, Inc.",Healthcare,Health Information Services,2.15,5.63,161.86,strong_buy,100.0,0.0,4
SBMO.AS,SBM OFFSHORE,Energy,Oil & Gas Equipment & Services,12.17,20.68,69.93,buy,62.5,12.5,16
CLA-B.ST,Cloetta AB ser. B,Consumer Defensive,Confectioners,19.22,26.75,39.18,buy,0.0,60.0,5
DAN,Dana Incorporated,Consumer Cyclical,Auto Parts,15.76,16.33,3.62,hold,25.0,8.33,12
BHW.WA,HANDLOWY,Financial Services,Banks—Regional,86.3,85.63,-0.78,buy,30.0,20.0,10
FIVN,"Five9, Inc.",Technology,Software—Infrastructure,77.27,83.91,8.59,buy,80.0,10.0,10
BW,"Babcock & Wilcox Enterprises, I",Industrials,Specialty Industrial Machinery,6.34,9.0,41.96,buy,16.67,16.67,6
DENN,Denny's Corporation,Consumer Cyclical,Restaurants,11.78,14.17,20.29,buy,80.0,0.0,5
REKR,"Rekor Systems, Inc.",Technology,Software—Infrastructure,1.39,2.75,97.84,buy,100.0,0.0,2
GNL,"Global Net Lease, Inc.",Real Estate,REIT—Diversified,9.51,14.0,47.21,hold,0.0,0.0,1
SBH,"Sally Beauty Holdings, Inc. (Na",Consumer Cyclical,Specialty Retail,11.92,15.2,27.52,hold,21.43,14.29,14
GHRS,GH Research PLC,Healthcare,Biotechnology,11.99,37.4,211.93,buy,100.0,0.0,6
NTLA,"Intellia Therapeutics, Inc.",Healthcare,Biotechnology,40.98,87.63,113.84,buy,66.67,0.0,6
PG,Procter & Gamble Company (The),Consumer Defensive,Household & Personal Products,148.46,164.86,11.05,buy,45.45,9.09,22
FRPT,"Freshpet, Inc.",Consumer Defensive,Packaged Foods,61.85,78.14,26.34,buy,50.0,0.0,10
ZIMV,ZimVie Inc.,Healthcare,Medical Devices,10.52,7.0,-33.46,hold,0.0,50.0,2
TRV,"The Travelers Companies, Inc.",Financial Services,Insurance—Property & Casualty,173.72,196.69,13.22,hold,27.27,13.64,22
OSUR,"OraSure Technologies, Inc.",Healthcare,Medical Instruments & Supplies,5.11,6.94,35.81,hold,80.0,0.0,5
ILU.AX,ILUKA RES FPO,Basic Materials,Other Industrial Metals & Mining,11.22,11.34,1.07,hold,27.27,27.27,11
SOUN,"SoundHound AI, Inc.",Technology,Software—Application,3.66,5.9,61.2,buy,100.0,0.0,3
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,102.4,126.75,23.78,buy,28.0,28.0,25
CAMT,Camtek Ltd.,Technology,Semiconductor Equipment & Materials,31.81,33.71,5.97,buy,100.0,0.0,2
RMBS,"Rambus, Inc.",Technology,Semiconductors,59.27,63.33,6.85,buy,66.67,0.0,6
7779.T,CYBERDYNE INC,Healthcare,Medical Devices,338.0,405.0,19.82,buy,85.71,0.0,7
MN.MI,MONDADORI EDIT,Communication Services,Publishing,1.95,2.7,38.46,strong_buy,25.0,0.0,4
OPRA,Opera Limited,Communication Services,Internet Content & Information,17.26,18.5,7.18,buy,100.0,0.0,1
HAIN,"The Hain Celestial Group, Inc.",Consumer Defensive,Packaged Foods,12.58,18.0,43.08,buy,31.58,5.26,19
POST,"Post Holdings, Inc.",Consumer Defensive,Packaged Foods,85.09,104.0,22.22,buy,85.71,0.0,7
OCFC,OceanFirst Financial Corp.,Financial Services,Banks—Regional,15.37,20.5,33.38,buy,100.0,0.0,7
8130.T,SANGETSU CORPORATION,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2461.0,2720.0,10.52,buy,0.0,0.0,1
WOW,"WideOpenWest, Inc.",Communication Services,Telecom Services,7.65,15.08,97.12,buy,100.0,0.0,6
ZD,"Ziff Davis, Inc.",Communication Services,Advertising Agencies,64.86,93.13,43.59,buy,66.67,0.0,9
PTGX,"Protagonist Therapeutics, Inc.",Healthcare,Biotechnology,27.61,36.4,31.84,buy,100.0,0.0,4
SIBN,"SI-BONE, Inc.",Healthcare,Medical Devices,28.86,29.5,2.22,buy,100.0,0.0,4
5929.T,SANWA HOLDINGS CORP,Industrials,Building Products & Equipment,1813.5,1912.9,5.48,buy,100.0,0.0,7
BOH,Bank of Hawaii Corporation,Financial Services,Banks—Regional,41.15,52.4,27.34,hold,0.0,22.22,9
MERC,Mercer International Inc.,Basic Materials,Paper & Paper Products,8.08,15.8,95.54,buy,50.0,0.0,2
COOP,Mr. Cooper Group Inc.,Financial Services,Mortgage Finance,48.3,56.33,16.63,buy,50.0,0.0,8
BWB,"Bridgewater Bancshares, Inc.",Financial Services,Banks—Regional,10.13,13.17,30.01,buy,100.0,0.0,2
FNWD,Finward Bancorp,Financial Services,Banks—Regional,23.0,29.25,27.17,buy,50.0,0.0,2
SDC,"SmileDirectClub, Inc.",Healthcare,Medical Instruments & Supplies,0.45,0.68,51.11,hold,0.0,28.57,7
IAC,IAC Inc.,Communication Services,Internet Content & Information,61.22,82.49,34.74,buy,100.0,0.0,18
BLRX,BioLineRx Ltd.,Healthcare,Biotechnology,1.64,9.67,489.63,strong_buy,100.0,0.0,4
PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,11.42,16.58,45.18,buy,67.86,3.57,28
FBK.MI,FINECOBANK,Financial Services,Banks—Regional,11.97,15.9,32.83,buy,42.86,0.0,7
IINN,Inspira Technologies Oxy B.H.N.,Healthcare,Medical Devices,1.43,9.41,558.04,buy,100.0,0.0,1
GLUE,"Monte Rosa Therapeutics, Inc.",Healthcare,Biotechnology,6.8,19.63,188.68,buy,80.0,0.0,10
8966.T,HEIWA REAL ESTATE REIT INC,Real Estate,REIT—Diversified,145600.0,158000.0,8.52,hold,66.67,0.0,3
RDFN,Redfin Corporation,Real Estate,Real Estate Services,10.32,8.46,-18.02,hold,28.57,0.0,7
LFST,"LifeStance Health Group, Inc.",Healthcare,Medical Care Facilities,8.99,9.5,5.67,buy,42.86,0.0,7
GLOP,GasLog Partners LP,Energy,Oil & Gas Midstream,8.59,8.73,1.63,hold,83.33,0.0,12
APEI,"American Public Education, Inc.",Consumer Defensive,Education & Training Services,4.49,10.0,122.72,buy,0.0,0.0,4
CENX,Century Aluminum Company,Basic Materials,Aluminum,8.78,11.0,25.28,hold,20.0,0.0,5
TGNA,TEGNA Inc,Communication Services,Broadcasting,15.29,20.75,35.71,buy,46.15,7.69,13
NEX,NexTier Oilfield Solutions Inc.,Energy,Oil & Gas Equipment & Services,8.4,13.08,55.71,buy,80.0,10.0,10
DDOG,"Datadog, Inc.",Technology,Software—Application,93.67,99.06,5.75,buy,75.68,0.0,37
4612.T,NIPPON PAINT HOLDINGS CO LTD,Basic Materials,Specialty Chemicals,1170.5,1410.0,20.46,buy,22.22,22.22,9
FMAO,"Farmers & Merchants Bancorp, In",Financial Services,Banks—Regional,22.84,25.0,9.46,hold,0.0,0.0,1
JBGS,JBG SMITH Properties,Real Estate,REIT—Office,13.58,17.5,28.87,hold,0.0,100.0,1
BWMN,Bowman Consulting Group Ltd.,Industrials,Engineering & Construction,30.56,38.0,24.35,buy,100.0,0.0,2
ACP.WA,ASSECOPOL,Technology,Software—Application,80.15,96.8,20.77,buy,50.0,12.5,8
AEHR,Aehr Test Systems,Technology,Semiconductor Equipment & Materials,39.95,45.0,12.64,strong_buy,100.0,0.0,1
STEL,"Stellar Bancorp, Inc.",Financial Services,Banks—Regional,22.69,27.4,20.76,buy,60.0,0.0,5
ERF.PA,EUROFINS SCIENT.,Healthcare,Diagnostics & Research,56.58,69.4,22.66,hold,42.86,28.57,14
CSMG3.SA,COPASA      ON      NM,Utilities,Utilities—Regulated Water,20.57,18.25,-11.28,hold,66.67,0.0,9
6844.T,SHINDENGEN ELECTRIC MANUFACTURI,Technology,Electronic Components,3310.0,4250.0,28.4,strong_buy,0.0,0.0,1
CHEK,Check-Cap Ltd.,Healthcare,Diagnostics & Research,3.17,7.0,120.82,hold,100.0,0.0,3
COLR.BR,COLRUYT,Consumer Defensive,Grocery Stores,33.54,29.4,-12.34,hold,0.0,50.0,18
5911.T,YOKOGAWA BRIDGE HOLDINGS CORP,Industrials,Engineering & Construction,2463.0,2800.0,13.68,buy,100.0,0.0,2
HBM,Hudbay Minerals Inc.,Basic Materials,Copper,4.65,7.95,70.97,buy,100.0,0.0,6
BMI,"Badger Meter, Inc.",Technology,Scientific & Technical Instruments,143.66,134.33,-6.49,buy,16.67,0.0,6
KPRX,"Kiora Pharmaceuticals, Inc.",Healthcare,Biotechnology,0.67,46.0,6765.67,buy,100.0,0.0,3
DX,"Dynex Capital, Inc.",Real Estate,REIT—Mortgage,12.06,14.0,16.09,buy,25.0,0.0,4
TMNSF,TEMENOS AG,Technology,Software—Application,84.67,94.99,12.19,hold,0.0,100.0,1
DNN,Denison Mines Corp,Energy,Uranium,1.18,2.52,113.56,buy,66.67,0.0,3
ENBR3.SA,ENERGIAS BR ON      NM,Utilities,Utilities—Renewable,23.53,23.64,0.47,hold,33.33,0.0,9
HNRG,Hallador Energy Company,Energy,Thermal Coal,8.68,9.0,3.69,hold,100.0,0.0,1
YTRA,"Yatra Online, Inc.",Consumer Cyclical,Travel Services,2.09,3.67,75.6,buy,100.0,0.0,4
BHR,Braemar Hotels & Resorts Inc.,Real Estate,REIT—Hotel & Motel,3.9,8.25,111.54,buy,75.0,0.0,4
KRUS,"Kura Sushi USA, Inc.",Consumer Cyclical,Restaurants,86.43,82.0,-5.13,buy,83.33,0.0,6
LDO.MI,LEONARDO,Industrials,Aerospace & Defense,10.68,13.3,24.53,buy,58.82,0.0,17
5105.T,TOYO TIRE CORPORATION,Consumer Cyclical,Auto Parts,1881.0,1950.0,3.67,buy,100.0,0.0,9
GCMG,GCM Grosvenor Inc.,Financial Services,Asset Management,7.33,9.38,27.97,buy,66.67,0.0,6
RRGB,"Red Robin Gourmet Burgers, Inc.",Consumer Cyclical,Restaurants,12.84,18.5,44.08,hold,50.0,0.0,10
TAC,TransAlta Corporation,Utilities,Utilities—Independent Power Producers,9.29,12.38,33.26,buy,0.0,0.0,4
FSKRS.HE,Fiskars Corporation,Consumer Cyclical,Home Improvement Retail,15.12,18.0,19.05,hold,0.0,50.0,2
KAMN,Kaman Corporation,Industrials,Aerospace & Defense,23.3,38.0,63.09,hold,33.33,0.0,6
CIEN,Ciena Corporation,Technology,Communication Equipment,41.02,57.3,39.69,buy,80.95,0.0,21
MCK,McKesson Corporation,Healthcare,Medical Distribution,415.76,441.57,6.21,buy,28.57,7.14,14
7246.T,PRESS KOGYO CO,Consumer Cyclical,Auto Parts,597.0,665.0,11.39,buy,100.0,0.0,1
LPRO,Open Lending Corporation,Financial Services,Credit Services,10.12,11.0,8.7,buy,72.73,9.09,11
HRPK.DE,7C SOLARPARKEN AG  O.N.,Technology,Solar,3.76,5.0,32.98,strong_buy,100.0,0.0,5
HXL,Hexcel Corporation,Industrials,Aerospace & Defense,71.66,71.46,-0.28,hold,30.77,0.0,13
PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals,138.89,151.92,9.38,buy,56.52,0.0,23
VVV,Valvoline Inc.,Energy,Oil & Gas Refining & Marketing,36.06,41.83,16.0,buy,45.45,0.0,11
FVCB,"FVCBankcorp, Inc.",Financial Services,Banks—Regional,10.5,11.25,7.14,buy,100.0,0.0,1
INSP,"Inspire Medical Systems, Inc.",Healthcare,Medical Devices,315.08,327.5,3.94,buy,60.0,0.0,5
ASC.MI,ASCOPIAVE,Utilities,Utilities—Regulated Gas,2.39,3.7,54.81,buy,0.0,0.0,3
ESLOF,ESSILORLUXOTTICA,Healthcare,Medical Instruments & Supplies,180.75,211.72,17.13,strong_buy,100.0,0.0,1
AVXL,Anavex Life Sciences Corp.,Healthcare,Biotechnology,8.16,47.75,485.17,buy,100.0,0.0,2
JNPR,"Juniper Networks, Inc.",Technology,Communication Equipment,29.91,36.19,21.0,hold,16.0,8.0,25
SWKH,SWK Holdings Corporation,Financial Services,Asset Management,16.5,24.0,45.45,buy,100.0,0.0,2
AUOTY,AUO CORPORATION,Technology,Electronic Components,6.33,6.5,2.69,hold,0.0,0.0,1
8179.T,ROYAL HOLDINGS CO,Consumer Cyclical,Restaurants,2768.0,2966.7,7.18,buy,0.0,0.0,1
CMCT,Creative Media & Community Trus,Real Estate,REIT—Office,5.0,9.5,90.0,buy,100.0,0.0,2
6727.T,WACOM CO LTD,Technology,Computer Hardware,593.0,1050.0,77.07,none,66.67,33.33,3
WTW,Willis Towers Watson Public Lim,Financial Services,Insurance Brokers,232.52,261.71,12.55,buy,33.33,0.0,3
FARO,"FARO Technologies, Inc.",Technology,Scientific & Technical Instruments,14.96,28.25,88.84,buy,57.14,0.0,7
FTG.TO,FIRAN TECHNOLOGY GROUP CORP.,Industrials,Aerospace & Defense,3.03,5.0,65.02,buy,100.0,0.0,3
LVH.AX,LIVEHIRE FPO,Technology,Software—Application,0.07,0.22,214.29,buy,100.0,0.0,1
GUAR3.SA,GUARARAPES  ON      NM,Consumer Cyclical,Apparel Retail,7.29,7.52,3.16,hold,50.0,25.0,4
PAC,Grupo Aeroportuario Del Pacific,Industrials,Airports & Air Services,178.76,187.0,4.61,hold,57.14,42.86,7
SOI,Solaris Oilfield Infrastructure,Energy,Oil & Gas Equipment & Services,7.88,0.23,-97.08,buy,90.91,0.0,11
NCMI,"National CineMedia, Inc.",Communication Services,Advertising Agencies,0.27,0.5,85.19,buy,28.57,14.29,7
BGCP,"BGC Partners, Inc.",Financial Services,Capital Markets,4.34,8.5,95.85,buy,100.0,0.0,1
ANY,Sphere 3D Corp.,Technology,Software—Application,0.34,10.0,2841.18,buy,0.0,0.0,1
MX,Magnachip Semiconductor Corpora,Technology,Semiconductors,11.2,14.0,25.0,buy,66.67,0.0,3
DRQ,"Dril-Quip, Inc.",Energy,Oil & Gas Equipment & Services,22.33,30.67,37.35,hold,18.75,6.25,16
MVF.AX,MONASH IVF FPO,Healthcare,Diagnostics & Research,1.12,1.32,17.86,buy,75.0,0.0,4
BHB,"Bar Harbor Bankshares, Inc.",Financial Services,Banks—Regional,25.53,29.0,13.59,buy,50.0,0.0,2
SADG.OL,SANDNES SPAREBANK,Financial Services,Banks—Regional,84.4,95.0,12.56,hold,100.0,0.0,3
PYPD,PolyPid Ltd.,Healthcare,Biotechnology,0.36,2.83,686.11,buy,66.67,0.0,3
MIRO,Miromatrix Medical Inc.,Healthcare,Biotechnology,2.03,9.0,343.35,buy,100.0,0.0,2
CGY.TO,CALIAN GROUP LTD,Industrials,Specialty Business Services,59.54,82.29,38.21,buy,75.0,0.0,4
INAB,"IN8bio, Inc.",Healthcare,Biotechnology,1.9,11.33,496.32,buy,100.0,0.0,3
BGSF,"BGSF, Inc.",Industrials,Staffing & Employment Services,9.8,17.63,79.9,none,100.0,0.0,2
AMBA,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials,78.4,91.54,16.76,buy,40.0,0.0,10
TEND3.SA,TENDA       ON      NM,Real Estate,Real Estate—Development,9.52,9.35,-1.79,hold,85.71,0.0,7
SGEN,Seagen Inc.,Healthcare,Biotechnology,198.22,222.64,12.32,hold,50.0,0.0,16
CZNC,Citizens & Northern Corp,Financial Services,Banks—Regional,19.27,21.0,8.98,hold,0.0,0.0,1
V,Visa Inc.,Financial Services,Credit Services,229.55,267.95,16.73,buy,89.74,0.0,39
EVBN,"Evans Bancorp, Inc.",Financial Services,Banks—Regional,24.89,32.5,30.57,buy,50.0,0.0,2
DCP,"DCP Midstream,  LP",Energy,Oil & Gas Midstream,41.69,42.0,0.74,hold,30.77,15.38,13
GNSS,Genasys Inc.,Technology,Scientific & Technical Instruments,2.73,5.31,94.51,strong_buy,100.0,0.0,4
XEL,Xcel Energy Inc.,Utilities,Utilities—Regulated Electric,62.1,70.36,13.3,hold,30.77,0.0,13
PROK,ProKidney Corp.,Healthcare,Biotechnology,10.05,15.2,51.24,buy,80.0,0.0,5
NEWT,"NewtekOne, Inc.",Financial Services,Banks—Regional,15.66,13.88,-11.37,hold,42.86,0.0,7
REY.MI,REPLY,Technology,Information Technology Services,101.9,130.7,28.26,buy,66.67,0.0,3
CABO,"Cable One, Inc.",Communication Services,Telecom Services,634.85,896.0,41.14,hold,40.0,40.0,5
HILS.L,HILL & SMITH PLC ORD 25P,Industrials,Engineering & Construction,1492.0,1592.5,6.74,buy,100.0,0.0,6
LIN,Linde plc,Basic Materials,Specialty Chemicals,370.59,402.5,8.61,buy,92.59,0.0,27
BOY.L,BODYCOTE PLC ORD 17 3/11P,Industrials,Specialty Industrial Machinery,620.5,756.92,21.99,hold,50.0,11.11,18
ONTO,Onto Innovation Inc.,Technology,Semiconductor Equipment & Materials,105.45,119.8,13.61,buy,100.0,0.0,5
GBTG,"Global Business Travel Group, I",Technology,Software—Application,7.87,8.26,4.96,buy,66.67,0.0,6
HTLF,"Heartland Financial USA, Inc.",Financial Services,Banks—Regional,27.93,42.75,53.06,buy,33.33,0.0,6
3635.T,KOEI TECMO HOLDINGS CO LTD,Communication Services,Electronic Gaming & Multimedia,2413.5,2657.5,10.11,buy,66.67,33.33,3
6420.T,FUKUSHIMA GALILEI CO LTD,Industrials,Specialty Industrial Machinery,5220.0,4700.0,-9.96,buy,100.0,0.0,4
NAM.AX,NAMOI COT FPO,Consumer Defensive,Farm Products,0.36,0.45,25.0,hold,100.0,0.0,1
KRNT,Kornit Digital Ltd.,Industrials,Specialty Industrial Machinery,29.67,29.17,-1.69,buy,85.71,0.0,7
6845.T,AZBIL CORP,Industrials,Specialty Industrial Machinery,4470.0,4128.6,-7.64,hold,37.5,0.0,8
