Ticker,Name,Sector,Industry,Price,Div_Yield,PE,Ind_PE,PEG,Ind_PEG,PB,Ind_PB,EV_EBITDA,Ind_EV_EBITDA,EV_Sales,Ind_EV_Sales,Debt_EBITDA,Ind_Debt_EBITDA,Beta,Short_Perc_Float
WWW,"Wolverine World Wide, Inc.",Consumer Cyclical,Footwear & Accessories,13.03,2.93,6.2,10.27,1.91,1.18,3.17,3.77,16.98,12.35,0.87,1.21,10.04,4.22,1.68,8.33
PRI,"Primerica, Inc.",Financial Services,Insurance—Life,207.37,1.25,12.07,8.18,1.25,0.71,3.93,1.84,13.06,52.82,3.26,1.67,3.12,40.86,1.17,1.73
MKTX,"MarketAxess Holdings, Inc.",Financial Services,Capital Markets,261.14,1.1,31.05,21.8,3.12,1.93,8.77,8.48,24.45,17.68,12.93,7.59,0.21,0.94,0.77,6.21
METC,"Ramaco Resources, Inc.",Basic Materials,Coking Coal,8.83,5.66,4.99,8.58,0.76,0.65,1.16,1.21,2.96,2.9,0.87,0.75,0.87,1.04,1.13,5.69
HWM,Howmet Aerospace Inc.,Industrials,Aerospace & Defense,49.74,0.32,23.69,21.23,1.75,3.57,5.53,3.47,18.56,16.41,4.1,2.75,3.12,2.87,1.27,1.19
CG,The Carlyle Group Inc.,Financial Services,Asset Management,35.71,4.11,8.88,12.37,-3.65,1.86,2.09,3.49,13.01,13.34,5.51,3.11,5.63,2.9,1.67,9.49
ESS,"Essex Property Trust, Inc.",Real Estate,REIT—Residential,243.05,3.8,42.05,66.32,4.85,12.09,2.78,2.7,20.15,20.78,13.14,10.99,5.55,6.27,0.78,2.69
CWT,California Water Service Group,Utilities,Utilities—Regulated Water,51.94,2.02,24.62,27.77,3.79,5.39,2.24,3.14,17.14,18.84,4.98,7.75,5.07,4.8,0.43,1.59
TROW,"T. Rowe Price Group, Inc.",Financial Services,Asset Management,121.27,4.02,17.06,12.37,-2.38,1.86,3.01,3.49,9.69,13.34,4.32,3.11,0.16,2.9,1.3,9.79
SYK,Stryker Corporation,Healthcare,Medical Devices,294.48,1.02,26.25,23.38,3.24,1.68,6.62,4.97,26.59,21.29,6.52,4.93,2.92,3.13,0.97,1.06
LIN,Linde plc,Basic Materials,Specialty Chemicals,374.71,1.33,24.95,15.71,2.68,0.89,4.6,3.64,17.83,15.3,5.96,2.25,1.68,4.5,0.85,0.58
AMSWA,"American Software, Inc.",Technology,Software—Application,10.57,4.17,22.02,20.59,1.62,17.8,2.59,5.7,19.88,20.89,2.01,5.68,0.04,2.75,0.75,0.87
PLD,"Prologis, Inc.",Real Estate,REIT—Industrial,122.78,2.72,44.01,108.81,-7.48,-10.63,2.15,3.07,31.0,23.49,21.65,14.66,5.4,5.99,0.99,1.22
HII,"Huntington Ingalls Industries, ",Industrials,Aerospace & Defense,229.48,2.16,13.89,21.23,2.19,3.57,2.57,3.47,10.72,16.41,1.11,2.75,2.8,2.87,0.65,2.77
NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas E&P,35.89,4.12,4.42,8.79,0.4,-0.58,2.91,2.99,2.83,3.81,2.68,2.6,1.03,0.65,1.98,13.4
NEWT,"NewtekOne, Inc.",Financial Services,Banks—Regional,17.56,10.11,7.44,7.44,3.33,3.33,2.17,2.17,43.18,43.18,8.65,8.65,29.98,29.98,1.39,15.93
LAND,Gladstone Land Corporation,Real Estate,REIT—Specialty,17.04,3.34,-56.8,30.83,706.0,62.8,0.83,6.83,16.92,18.91,13.34,9.08,9.24,6.43,1.02,3.43
XEL,Xcel Energy Inc.,Utilities,Utilities—Regulated Electric,63.39,3.28,17.61,16.83,3.07,1.98,2.07,1.91,11.84,12.76,3.89,4.19,5.08,5.63,0.42,0.87
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages—Non-Alcoholic,31.89,2.53,16.7,18.81,2.83,2.64,1.78,7.15,16.3,16.76,4.06,3.94,3.92,3.63,0.56,0.83
III,"Information Services Group, Inc",Technology,Information Technology Services,5.4,3.33,11.25,14.98,1.2,2.2,2.52,5.12,9.24,12.69,1.09,2.17,2.41,2.8,0.9,1.03
BRC,Brady Corporation,Industrials,Security & Protection Services,49.78,1.93,12.9,17.05,1.93,4.97,2.48,5.8,9.23,14.36,1.76,3.22,0.32,2.2,0.76,2.48
NKE,"Nike, Inc.",Consumer Cyclical,Footwear & Accessories,109.88,1.24,24.97,10.27,1.95,1.18,12.06,3.77,25.25,12.35,3.33,1.21,1.8,4.22,1.12,1.78
SON,Sonoco Products Company,Consumer Cyclical,Packaging & Containers,58.38,3.49,9.84,12.57,-7.18,0.67,2.6,4.07,8.47,9.66,1.24,1.43,3.27,3.59,0.68,1.3
PSA,Public Storage,Real Estate,REIT—Industrial,292.96,4.1,24.19,108.81,1.52,-10.63,9.03,3.07,19.69,23.49,14.3,14.66,2.19,5.99,0.45,2.96
WTS,"Watts Water Technologies, Inc.",Industrials,Specialty Industrial Machinery,187.24,0.77,25.54,19.72,4.12,2.23,4.64,4.77,16.21,15.78,3.06,3.15,0.39,2.33,1.02,2.35
NRG,"NRG Energy, Inc.",Utilities,Utilities—Independent Power Producers,38.0,3.97,5.74,15.11,-2.1,-0.36,3.6,4.25,-21.46,-1.84,0.69,1.53,-12.53,-1.27,1.02,8.06
LECO,"Lincoln Electric Holdings, Inc.",Industrials,Tools & Accessories,209.01,1.22,21.61,17.55,2.55,3.31,10.69,4.56,18.57,16.37,3.37,2.67,1.72,2.66,1.17,3.51
ITRN,Ituran Location and Control Ltd,Technology,Communication Equipment,27.56,2.18,10.94,12.3,0.67,3.5,3.67,22.97,6.8,-2.99,1.82,2.0,0.19,-0.29,1.06,0.35
AAP,Advance Auto Parts Inc.,Consumer Cyclical,Specialty Retail,72.44,1.42,10.68,13.67,4.2,1.12,1.62,5.31,9.21,9.72,0.76,0.92,4.98,2.75,1.1,7.26
TTEC,"TTEC Holdings, Inc.",Technology,Information Technology Services,31.78,3.27,11.11,14.98,-2.02,2.2,2.53,5.12,8.0,12.69,0.96,2.17,3.45,2.8,1.02,5.35
AROC,"Archrock, Inc.",Energy,Oil & Gas Equipment & Services,10.55,5.87,14.07,13.13,-1.35,0.34,1.94,3.21,9.8,10.91,3.6,2.2,4.84,1.98,1.73,3.0
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,101.62,3.61,11.5,9.72,-1.0,-0.76,2.07,1.69,4.47,4.55,1.06,1.49,0.44,0.82,1.08,0.65
HES,Hess Corporation,Energy,Oil & Gas E&P,137.26,1.28,16.78,8.79,3.91,-0.58,5.16,2.99,8.51,3.81,4.31,2.6,1.61,0.65,1.59,1.64
HE,"Hawaiian Electric Industries, I",Utilities,Utilities—Regulated Electric,38.62,3.73,16.36,16.83,13.08,1.98,1.89,1.91,11.0,12.76,1.92,4.19,5.18,5.63,0.41,1.66
RUTH,"Ruth's Hospitality Group, Inc.",Consumer Cyclical,Restaurants,21.49,2.98,17.61,16.3,1.18,1.3,4.83,6.64,11.62,14.35,1.75,2.33,3.24,4.66,1.83,4.64
WBA,"Walgreens Boots Alliance, Inc.",Healthcare,Pharmaceutical Retailers,29.93,6.49,7.54,12.92,-3.03,-969.26,1.23,1.77,24.77,33.3,0.52,0.62,13.1,6.55,0.67,5.01
TSQ,"Townsquare Media, Inc.",Communication Services,Advertising Agencies,12.14,6.18,6.07,8.06,0.88,0.75,3.41,2.59,6.96,7.69,1.6,1.28,5.32,4.09,1.65,3.2
SBLK,Star Bulk Carriers Corp.,Industrials,Marine Shipping,17.23,8.18,3.48,5.57,-0.32,-2.91,0.89,0.76,4.52,4.45,2.14,2.3,2.08,2.51,1.04,6.11
SCCO,Southern Copper Corporation,Basic Materials,Copper,76.76,5.21,16.03,17.79,-1.15,-1.92,7.3,5.46,12.5,10.69,6.36,4.83,1.38,1.29,1.24,6.12
ESI,Element Solutions Inc.,Basic Materials,Specialty Chemicals,20.27,1.62,13.16,15.71,1.78,0.89,2.08,3.64,14.01,15.3,2.66,2.25,4.08,4.5,1.3,1.43
HLNE,Hamilton Lane Incorporated,Financial Services,Asset Management,87.02,2.07,19.56,12.37,1.58,1.86,8.09,3.49,14.9,13.34,6.97,3.11,1.24,2.9,1.12,3.87
EFX,"Equifax, Inc.",Industrials,Consulting Services,237.49,0.66,25.96,23.63,2.41,2.33,7.16,66.35,22.46,20.85,6.85,5.32,3.76,3.02,1.48,4.62
WIRE,Encore Wire Corporation,Industrials,Electrical Equipment & Parts,173.27,0.05,8.66,15.74,0.76,-2.69,1.68,5.09,2.66,12.8,0.79,2.0,0.0,2.25,1.34,26.53
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,574.51,0.71,41.15,15.76,1.97,-0.32,15.33,9.08,43.08,28.89,13.86,8.82,0.01,1.66,1.14,5.84
ASC,Ardmore Shipping Corporation,Industrials,Marine Shipping,12.06,6.55,4.35,5.57,0.1,-2.91,1.0,0.76,2.76,4.45,1.27,2.3,0.66,2.51,0.58,3.23
HXL,Hexcel Corporation,Industrials,Aerospace & Defense,75.31,0.65,28.74,21.23,1.17,3.57,3.92,3.47,21.93,16.41,4.26,2.75,2.4,2.87,1.24,3.67
LZB,La-Z-Boy Incorporated,Consumer Cyclical,"Furnishings, Fixtures & Appliances",31.32,2.32,10.04,10.34,1.33,1.11,1.44,22.36,6.1,9.35,0.63,0.88,1.86,4.04,1.13,9.15
APOG,"Apogee Enterprises, Inc.",Industrials,Building Products & Equipment,46.73,2.02,10.74,16.35,0.75,2.2,2.53,4.83,7.36,13.06,0.85,2.4,1.27,2.04,1.17,5.55
ENLC,"EnLink Midstream, LLC",Energy,Oil & Gas Midstream,11.27,4.38,16.57,10.28,0.28,1.35,4.25,5.9,8.55,8.52,1.31,3.75,3.55,3.58,2.46,5.09
TRN,"Trinity Industries, Inc.",Industrials,Railroads,25.88,4.06,14.54,16.99,1.7,2.41,2.11,3.92,16.5,13.97,3.76,5.0,11.9,4.62,1.37,3.09
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT—Specialty,121.17,4.16,88.45,30.83,51.82,62.8,2.14,6.83,25.01,18.91,11.62,9.08,8.58,6.43,0.56,7.37
DOW,Dow Inc.,Basic Materials,Chemicals,52.82,5.29,11.92,8.88,-8.05,1.05,1.85,1.4,6.98,7.61,0.95,1.18,2.28,3.34,1.33,1.87
FR,"First Industrial Realty Trust, ",Real Estate,REIT—Industrial,52.64,2.43,39.58,108.81,4.06,-10.63,2.83,3.07,22.32,23.49,15.33,14.66,5.18,5.99,0.99,3.06
GSL,Global Ship Lease Inc New,Industrials,Marine Shipping,20.6,7.36,2.26,5.57,0.2,-2.91,0.72,0.76,3.64,4.45,2.33,2.3,2.23,2.51,1.68,5.09
LYTS,LSI Industries Inc.,Technology,Electronic Components,12.53,1.6,12.66,16.85,0.56,1.71,2.05,3.21,9.06,11.76,0.8,2.6,1.32,1.7,1.11,2.43
BERY,"Berry Global Group, Inc.",Consumer Cyclical,Packaging & Containers,66.66,1.52,8.1,12.57,1.51,0.67,2.41,4.07,8.39,9.66,1.28,1.43,4.92,3.59,1.19,4.12
BEP,Brookfield Renewable Partners L,Utilities,Utilities—Renewable,29.93,4.47,-142.52,-6.74,-5.61,-0.14,1.5,1.8,17.57,19.22,11.13,11.31,8.07,7.38,0.74,0.35
SPGI,S&P Global Inc.,Financial Services,Financial Data & Stock Exchanges,422.53,0.85,29.16,23.83,2.53,1.16,3.74,6.85,26.79,23.04,12.55,9.04,2.21,3.21,1.13,1.06
EGP,"EastGroup Properties, Inc.",Real Estate,REIT—Industrial,182.48,2.7,45.96,108.81,6.38,-10.63,3.96,3.07,30.32,23.49,19.67,14.66,5.54,5.99,0.95,2.73
PEP,"Pepsico, Inc.",Consumer Defensive,Beverages—Non-Alcoholic,186.26,2.74,22.97,18.81,2.89,2.64,14.5,7.15,18.92,16.76,3.23,3.94,2.83,3.63,0.54,0.75
HTLD,"Heartland Express, Inc.",Industrials,Trucking,15.93,0.51,16.09,14.64,1.63,11.42,1.45,2.9,6.41,7.53,1.39,1.62,1.55,0.95,0.58,2.98
OTTR,Otter Tail Corporation,Utilities,Utilities—Diversified,83.94,2.09,24.05,16.27,1.96,2.76,2.77,2.62,9.13,12.36,3.01,3.38,1.89,5.32,0.52,8.45
COLM,Columbia Sportswear Company,Consumer Cyclical,Apparel Manufacturing,77.95,1.54,13.19,10.19,0.48,1.86,2.48,2.79,9.12,9.8,1.35,1.24,0.72,2.86,0.96,4.12
VAC,Marriott Vacations Worldwide Co,Consumer Cyclical,Resorts & Casinos,133.1,2.16,11.07,15.49,1.09,2.52,1.99,8.96,10.35,11.25,2.92,3.02,5.49,5.26,2.01,6.88
TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,251.3,0.54,17.19,28.49,1.82,5.05,2.87,5.1,16.95,23.57,4.63,5.92,2.24,2.33,0.99,5.3
CLMB,"Climb Global Solutions, Inc.",Technology,Electronics & Computer Distribution,49.57,1.39,12.78,10.68,0.73,1.21,3.38,1.76,7.2,7.29,0.48,0.33,0.16,1.28,0.9,2.17
MYE,"Myers Industries, Inc.",Consumer Cyclical,Packaging & Containers,19.73,2.74,10.84,12.57,0.58,0.67,2.73,4.07,8.15,9.66,0.92,1.43,1.25,3.59,1.42,1.18
REXR,"Rexford Industrial Realty, Inc.",Real Estate,REIT—Industrial,53.99,2.82,33.12,108.81,3.79,-10.63,1.54,3.07,32.33,23.49,19.7,14.66,5.43,5.99,0.83,8.9
ERF,Enerplus Corporation,Energy,Oil & Gas E&P,15.69,1.42,6.54,8.79,0.24,-0.58,2.96,2.99,2.19,3.81,1.6,2.6,0.15,0.65,2.83,2.47
TMO,Thermo Fisher Scientific Inc,Healthcare,Diagnostics & Research,535.55,0.26,20.26,19.18,2.59,-40.81,4.89,3.54,21.77,16.11,5.4,4.42,3.26,2.69,0.77,0.73
KRO,Kronos Worldwide Inc,Basic Materials,Specialty Chemicals,9.77,7.78,13.2,15.71,-14.82,0.89,1.23,3.64,17.74,15.3,0.79,2.25,5.76,4.5,1.05,11.11
TNC,Tennant Company,Industrials,Specialty Industrial Machinery,80.75,1.31,15.56,19.72,1.16,2.23,3.04,4.77,11.03,15.78,1.51,3.15,2.05,2.33,1.11,1.95
MEI,"Methode Electronics, Inc.",Technology,Electronic Components,33.07,1.69,11.69,16.85,1.39,1.71,1.26,3.21,9.39,11.76,1.21,2.6,2.22,1.7,1.03,2.62
SUN,Sunoco LP,Energy,Oil & Gas Refining & Marketing,44.66,7.54,8.72,13.72,30.77,13.0,3.75,4.72,9.48,6.76,0.3,0.71,5.03,2.84,1.3,0.74
CPT,Camden Property Trust,Real Estate,REIT—Residential,111.39,3.57,64.02,66.32,2.77,12.09,2.46,2.7,18.08,20.78,10.45,10.99,4.31,6.27,0.81,2.3
LAD,"Lithia Motors, Inc.",Consumer Cyclical,Auto & Truck Dealerships,317.17,0.63,8.76,10.33,2.72,3.56,1.6,3.48,8.72,8.29,0.62,0.58,4.5,4.24,1.47,12.55
WRK,Westrock Company,Consumer Cyclical,Packaging & Containers,30.22,3.7,12.14,12.57,-0.5,0.67,0.8,4.07,5.55,9.66,0.83,1.43,3.24,3.59,1.19,1.64
KWR,Quaker Houghton,Basic Materials,Specialty Chemicals,193.14,0.88,22.2,15.71,1.21,0.89,2.64,3.64,16.8,15.3,2.19,2.25,3.8,4.5,1.39,8.78
EPD,Enterprise Products Partners L.,Energy,Oil & Gas Midstream,26.92,7.47,10.01,10.28,2.13,1.35,2.19,5.9,10.04,8.52,1.54,3.75,3.28,3.58,1.04,0.84
WEC,"WEC Energy Group, Inc.",Utilities,Utilities—Regulated Electric,89.63,3.41,18.25,16.83,3.5,1.98,2.43,1.91,15.14,12.76,4.91,4.19,5.76,5.63,0.4,1.89
CHK,Chesapeake Energy Corporation,Energy,Oil & Gas E&P,82.14,9.83,12.87,8.79,-1.35,-0.58,1.07,2.99,1.64,3.81,0.95,2.6,0.27,0.65,0.67,6.99
OKE,"ONEOK, Inc.",Energy,Oil & Gas Midstream,64.77,5.94,13.35,10.28,1.56,1.35,4.06,5.9,9.95,8.52,1.94,3.75,3.18,3.58,1.63,3.2
KRG,Kite Realty Group Trust,Real Estate,REIT—Retail,23.43,4.18,334.71,37.98,-43.64,-8.65,1.39,2.46,20.17,18.33,9.96,11.66,7.6,7.04,1.4,4.15
ASIX,AdvanSix Inc.,Basic Materials,Chemicals,37.65,1.53,7.94,8.88,0.97,1.05,1.37,1.4,4.88,7.61,0.68,1.18,0.92,3.34,1.83,1.58
EL,"Estee Lauder Companies, Inc. (T",Consumer Defensive,Household & Personal Products,190.97,1.4,36.51,21.16,14.81,3.8,11.61,595.61,27.54,19.15,4.65,2.73,3.58,5.2,1.04,1.14
DKS,Dick's Sporting Goods Inc,Consumer Cyclical,Specialty Retail,135.47,2.23,9.94,13.67,1.4,1.12,4.32,5.31,7.88,9.72,1.12,0.92,2.35,2.75,1.46,14.83
LNN,Lindsay Corporation,Industrials,Farm & Heavy Construction Machinery,126.98,1.1,19.9,12.47,0.94,0.91,3.2,2.82,10.97,11.82,2.0,1.24,1.08,2.95,0.6,4.74
VTR,"Ventas, Inc.",Real Estate,REIT—Healthcare Facilities,48.21,3.78,126.87,43.56,-13.42,0.17,1.93,1.52,19.76,17.53,7.67,10.25,7.74,7.57,1.23,3.14
SWX,"Southwest Gas Holdings, Inc.",Utilities,Utilities—Regulated Gas,64.76,3.88,21.88,14.79,4.97,2.96,1.4,1.98,10.44,17.02,1.84,3.14,5.45,8.25,0.29,4.64
DRH,Diamondrock Hospitality Company,Real Estate,REIT—Hotel & Motel,8.23,1.46,16.46,9.94,-1.95,-0.64,1.09,7.25,10.52,11.07,2.83,2.97,4.63,5.55,1.63,10.88
ROK,"Rockwell Automation, Inc.",Industrials,Specialty Industrial Machinery,344.0,1.36,26.08,19.72,1.73,2.23,12.52,4.77,25.37,15.78,5.23,3.15,2.52,2.33,1.44,3.06
IDCC,"InterDigital, Inc.",Communication Services,Telecom Services,96.08,1.45,26.76,191.6,1.15,-2.56,4.2,2.33,7.01,9.69,4.03,3.78,1.89,3.46,1.22,17.18
PNR,Pentair plc.,Industrials,Specialty Industrial Machinery,66.33,1.34,16.18,19.72,2.33,2.23,3.89,4.77,15.2,15.78,3.23,3.15,2.92,2.33,1.15,2.5
TXT,Textron Inc.,Industrials,Aerospace & Defense,67.84,0.12,11.72,21.23,0.83,3.57,1.96,3.47,10.61,16.41,1.22,2.75,2.64,2.87,1.48,2.72
PRGO,Perrigo Company plc,Healthcare,Drug Manufacturers—Specialty & Generic,34.24,3.21,10.94,13.4,1.27,1.07,0.96,5.33,15.07,13.94,1.84,3.79,7.77,4.55,0.81,3.46
SMG,Scotts Miracle-Gro Company (The,Basic Materials,Agricultural Inputs,68.26,3.93,17.24,12.72,2.24,-1.02,27.8,5.11,14.95,7.99,2.02,1.66,7.6,2.27,1.6,8.53
BR,"Broadridge Financial Solutions,",Technology,Information Technology Services,169.67,1.73,22.47,14.98,2.04,2.2,9.99,5.12,18.93,12.69,4.01,2.17,3.44,2.8,1.03,2.19
SJW,SJW Group,Utilities,Utilities—Regulated Water,71.67,2.17,26.54,27.77,4.68,5.39,1.95,3.14,15.37,18.84,6.01,7.75,6.6,4.8,0.54,3.72
RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,218.05,0.79,29.35,28.49,3.29,5.05,8.15,5.1,27.25,23.57,8.51,5.92,1.38,2.33,0.48,0.92
LBRT,Liberty Energy Inc.,Energy,Oil & Gas Equipment & Services,15.96,1.25,5.45,13.13,0.21,0.34,1.75,3.21,2.94,10.91,0.68,2.2,0.32,1.98,2.12,6.11
NJR,NewJersey Resources Corporation,Utilities,Utilities—Regulated Gas,46.17,3.4,16.67,14.79,2.92,2.96,2.24,1.98,12.77,17.02,2.83,3.14,5.27,8.25,0.65,4.08
HUN,Huntsman Corporation,Basic Materials,Chemicals,28.16,3.4,11.45,8.88,3.69,1.05,1.35,1.4,8.52,7.61,0.89,1.18,2.45,3.34,1.15,2.48
PCH,PotlatchDeltic Corporation - Co,Real Estate,REIT—Specialty,53.33,3.38,31.93,30.83,11.91,62.8,1.91,6.83,14.42,18.91,4.24,9.08,3.04,6.43,1.24,5.86
CAPL,CrossAmerica Partners LP,Energy,Oil & Gas Refining & Marketing,19.2,10.86,27.04,13.72,17.78,13.0,25.26,4.72,9.52,6.76,0.37,0.71,5.35,2.84,1.68,0.31
BCPC,Balchem Corporation,Basic Materials,Specialty Chemicals,132.53,0.54,31.18,15.71,1.45,0.89,4.39,3.64,23.45,15.3,4.86,2.25,2.29,4.5,0.72,1.24
ELV,"Elevance Health, Inc.",Healthcare,Healthcare Plans,463.21,1.35,12.55,12.66,1.1,1.32,2.94,3.0,9.01,10.0,0.57,0.69,2.58,2.84,0.83,0.68
DOX,Amdocs Limited,Technology,Software—Infrastructure,95.99,1.81,14.59,16.62,1.63,1.7,3.22,48.17,12.47,16.38,2.44,5.64,0.87,2.6,0.67,1.29
ICFI,"ICF International, Inc.",Industrials,Consulting Services,118.11,0.47,16.85,23.63,1.85,2.33,2.62,66.35,17.21,20.85,1.64,5.32,4.68,3.02,0.62,1.84
AGO,Assured Guaranty Ltd.,Financial Services,Insurance—Specialty,59.4,1.91,11.0,9.57,4.24,1.23,0.67,1.33,13.59,9.96,5.42,2.6,6.86,2.69,1.1,2.32
KELYA,"Kelly Services, Inc.",Industrials,Staffing & Employment Services,19.05,1.6,9.67,15.08,0.73,0.28,0.56,8.79,7.09,10.52,0.13,1.79,0.75,1.05,1.11,1.51
ADEA,Adeia Inc.,Technology,Software—Application,11.78,1.7,7.8,20.59,0.59,17.8,3.88,5.7,6.31,20.89,4.37,5.68,2.26,2.75,0.89,3.1
NAT,Nordic American Tankers Limited,Industrials,Marine Shipping,3.77,15.96,4.77,5.57,1.14,-2.91,1.42,0.76,6.32,4.45,2.48,2.3,1.77,2.51,0.11,3.27
CNP,"CenterPoint Energy, Inc (Holdin",Utilities,Utilities—Regulated Electric,29.82,2.55,18.52,16.83,-18.47,1.98,1.97,1.91,13.12,12.76,3.81,4.19,6.11,5.63,0.88,1.84
WST,"West Pharmaceutical Services, I",Healthcare,Medical Instruments & Supplies,385.62,0.2,44.17,28.49,1.83,5.05,10.31,5.1,32.4,23.57,9.72,5.92,0.36,2.33,1.11,1.51
GTN,"Gray Television, Inc.",Communication Services,Broadcasting,9.44,3.34,2.06,6.3,-0.54,2.43,0.42,0.79,6.17,5.93,2.14,1.65,4.98,2.75,1.59,5.93
CSGS,"CSG Systems International, Inc.",Technology,Software—Infrastructure,52.55,2.15,13.65,16.62,2.35,1.7,4.34,48.17,10.88,16.38,1.7,5.64,2.87,2.6,0.9,1.53
CRI,"Carter's, Inc.",Consumer Cyclical,Apparel Retail,74.58,4.08,11.69,11.25,-11.32,-0.89,3.53,4.09,9.01,9.37,1.19,1.06,2.74,3.3,1.28,8.64
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,436.17,1.16,13.59,12.47,0.99,0.91,5.71,2.82,13.23,11.82,3.0,1.24,4.38,2.95,1.07,0.93
UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities,152.39,0.52,13.39,21.06,2.28,2.27,1.78,4.7,9.43,16.59,1.17,2.4,3.13,3.98,1.29,4.24
MTN,"Vail Resorts, Inc.",Consumer Cyclical,Resorts & Casinos,241.29,3.41,25.83,15.49,6.77,2.52,7.3,8.96,13.73,11.25,4.08,3.02,3.56,5.26,1.21,3.07
CVLG,"Covenant Logistics Group, Inc.",Industrials,Trucking,46.91,0.97,10.31,14.64,2.21,11.42,1.65,2.9,5.64,7.53,0.59,1.62,1.4,0.95,1.46,4.23
EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,191.23,0.38,17.82,18.24,19.13,4.2,4.41,3.78,12.48,15.1,0.8,1.32,0.88,2.45,1.1,1.89
FLO,"Flowers Foods, Inc.",Consumer Defensive,Packaged Foods,24.46,3.8,18.96,18.32,16.28,3.98,3.54,4.46,13.51,15.9,1.33,2.17,2.83,3.59,0.41,3.37
AAON,"AAON, Inc.",Industrials,Building Products & Equipment,103.52,0.46,31.56,16.35,2.91,2.2,9.21,4.83,30.54,13.06,5.89,2.4,0.49,2.04,0.8,3.45
SRC,"Spirit Realty Capital, Inc.",Real Estate,REIT—Diversified,41.48,6.39,22.92,9.62,0.53,0.82,1.34,1.62,15.2,16.66,13.21,10.83,5.7,7.2,1.27,3.79
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,154.62,1.48,22.47,21.59,4.62,2.58,5.75,6.9,13.1,15.36,0.77,0.97,1.81,2.49,0.5,1.01
NSA,National Storage Affiliates Tru,Real Estate,REIT—Industrial,35.28,6.37,26.93,108.81,2.64,-10.63,2.41,3.07,14.3,23.49,9.4,14.66,6.73,5.99,0.73,3.49
ENR,"Energizer Holdings, Inc.",Industrials,Electrical Equipment & Parts,33.83,3.59,9.89,15.74,1.23,-2.69,16.3,5.09,10.34,12.8,1.92,2.0,6.37,2.25,1.0,3.66
SHOO,"Steven Madden, Ltd.",Consumer Cyclical,Footwear & Accessories,32.54,2.57,11.71,10.27,1.33,1.18,3.01,3.77,9.84,12.35,1.19,1.21,0.53,4.22,1.14,10.4
CAKE,The Cheesecake Factory Incorpor,Consumer Cyclical,Restaurants,37.22,2.99,11.08,16.3,0.37,1.3,6.39,6.64,19.17,14.35,1.05,2.33,9.94,4.66,1.46,24.16
AMKR,"Amkor Technology, Inc.",Technology,Semiconductors,29.4,1.01,12.95,15.76,-1.75,-0.32,1.95,9.08,5.44,28.89,1.07,8.82,1.05,1.66,1.78,5.5
VRTV,Veritiv Corporation,Industrials,Conglomerates,134.99,1.91,7.67,13.14,-0.71,0.56,2.23,3.54,5.24,11.46,0.35,1.7,1.26,3.48,2.22,17.45
HMN,Horace Mann Educators Corporati,Financial Services,Insurance—Property & Casualty,29.29,4.55,8.32,13.32,1.17,-6.63,1.05,2.28,58.14,8.69,1.2,1.62,19.87,-0.38,0.41,1.46
TOL,"Toll Brothers, Inc.",Consumer Cyclical,Residential Construction,81.98,1.01,8.27,10.33,2.18,2.53,1.4,2.23,6.15,6.25,1.08,1.08,1.61,1.42,1.42,4.32
AMCR,Amcor plc,Consumer Cyclical,Packaging & Containers,9.98,4.96,13.49,12.57,-18.42,0.67,3.45,4.07,11.06,9.66,1.45,1.43,3.86,3.59,0.85,1.76
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,112.62,1.19,20.74,11.25,2.24,-0.89,8.91,4.09,16.67,9.37,2.1,1.06,2.41,3.3,0.99,1.11
WOR,"Worthington Industries, Inc.",Industrials,Metal Fabrication,71.25,1.75,12.98,13.23,0.31,7.7,2.04,2.01,11.32,9.25,0.81,1.02,2.29,1.84,1.3,2.83
AMT,American Tower Corporation (REI,Real Estate,REIT—Specialty,189.11,3.24,38.44,30.83,4.44,62.8,16.3,6.83,21.5,18.91,13.16,9.08,7.09,6.43,0.58,1.13
BYD,Boyd Gaming Corporation,Consumer Cyclical,Resorts & Casinos,72.81,0.89,10.77,15.49,0.97,2.52,4.45,8.96,8.25,11.25,2.95,3.02,2.91,5.26,1.77,4.84
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,220.28,1.84,15.33,15.76,2.18,-0.32,7.2,9.08,13.06,28.89,4.91,8.82,2.25,1.66,1.55,3.0
LOGI,Logitech International S.A. - R,Technology,Computer Hardware,63.4,1.93,16.77,14.74,6.24,4.0,4.47,9.49,15.1,13.58,2.0,2.3,0.12,1.04,0.66,1.88
MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,291.96,1.21,23.51,12.3,2.54,3.5,209.29,22.97,20.68,-2.99,5.8,2.0,2.48,-0.29,0.93,0.82
